Price,Close,High,Low,Open,Volume,sma_20,sma_50,rsi,macd,macd_signal,macd_diff,stochrsi,obv,bb_width,atr,momentum
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,,,,
Datetime,,,,,,,,,,,,,,,,
2025-07-12 14:15:00+00:00,117635.59375,117743.1875,117628.359375,117628.359375,521715712,117781.787890625,117802.409375,46.61787150910152,-97.38076478427683,-72.78852754638558,-24.592237237891254,0.65420968916157,-54513664.0,0.009173818649196431,150.5203107422228,-487.2890625
2025-07-12 14:30:00+00:00,117497.7890625,117661.734375,117440.1953125,117661.734375,677502976,117754.94296875,117798.5728125,42.01496056619824,-99.91374618400005,-78.21357127390849,-21.70017491009156,0.4676633494590713,-732016640.0,0.009183088016882517,155.59307872492113,-474.25
2025-07-12 14:45:00+00:00,117399.953125,117494.7421875,117362.9453125,117494.6484375,0,117715.9,117790.96609375,39.065815535214966,-108.56423379138869,-84.28370377740453,-24.280530013984162,0.48180643909134957,-732016640.0,0.008912330883847254,154.1109838159982,-645.6328125
2025-07-12 15:00:00+00:00,117361.7421875,117407.5859375,117346.4140625,117403.453125,82579456,117687.645703125,117783.52484375,37.94553493476307,-117.15264805595507,-90.85749263311465,-26.295155422840423,0.4189718464519194,-814596096.0,0.009122528036773169,147.4724760434269,-404.6015625
2025-07-12 15:15:00+00:00,117331.5,117459.4765625,117200.265625,117408.640625,1410527232,117649.1734375,117777.181875,37.04019154256512,-124.9588719321182,-97.67776849291536,-27.281103439202838,0.36819270841756363,-2225123328.0,0.008889445125176868,155.4537947188964,-494.265625
2025-07-12 15:30:00+00:00,117020.0,117436.703125,117020.0,117367.375,0,117593.484765625,117761.284375,29.28874223627038,-154.4998294199031,-109.04218067831292,-45.45764874159019,0.0,-2225123328.0,0.009210014512827623,174.11446116754664,-759.65625
2025-07-12 15:45:00+00:00,117161.109375,117161.109375,117013.53125,117034.390625,937398272,117545.39609375,117747.52609375,35.83906735375271,-164.6271840964182,-120.15918136193397,-44.46800273448423,0.3444644558938635,-1287725056.0,0.008764303417250985,172.21900858415046,-618.140625
2025-07-12 16:00:00+00:00,117270.609375,117271.140625,117109.90625,117138.015625,259379200,117510.324609375,117737.23578125,40.44911533752392,-161.95058523505577,-128.51746213655835,-33.43312309849742,0.5868948149818581,-1028345856.0,0.00832242041630016,171.43439189956828,-257.2109375
2025-07-12 16:15:00+00:00,117332.3984375,117402.1328125,117290.5,117303.59375,769085440,117474.665234375,117729.5821875,42.94052266170469,-153.07890210737241,-133.42975013072117,-19.64915197665124,0.7179114062108095,-259260416.0,0.00728402644688704,168.58360944245626,-169.296875
2025-07-12 16:30:00+00:00,117320.078125,117393.5703125,117289.703125,117290.421875,713355264,117452.351953125,117719.25046875,42.558196047091016,-145.36648125683132,-135.81709635594322,-9.5493849008881,0.6978058500873202,-972615680.0,0.006996559858685563,163.96100787513797,-141.8671875
2025-07-12 16:45:00+00:00,117223.59375,117362.53125,117195.71875,117308.3046875,0,117422.243359375,117706.92078125,39.58567328691668,-145.36414747071103,-137.7265065788968,-7.637640891814243,0.5414886571463486,-972615680.0,0.0065475862732929,164.1646858840567,-132.6640625
2025-07-12 17:00:00+00:00,117346.84375,117347.203125,117208.515625,117228.8671875,1519812608,117400.602734375,117698.86765625,44.88172501498446,-133.87383869274345,-136.9559730016661,3.0821343089226616,0.8199941578925175,547196928.0,0.005937877416037819,162.34488689233837,38.09375
2025-07-12 17:15:00+00:00,117438.1953125,117484.28125,117338.0390625,117338.0390625,1161125888,117383.55,117694.1603125,48.48625884056367,-116.05852809813223,-132.77648402095934,16.717955922827116,1.0,1708322816.0,0.0051661166978206295,161.19469407859992,-54.03125
2025-07-12 17:30:00+00:00,117512.6484375,117533.46875,117448.203125,117473.765625,321282048,117382.79140625,117692.303125,51.282594335560425,-94.83877873656456,-125.18894296408038,30.35016422751582,1.0,2029604864.0,0.005142726065118292,156.48603289441422,-170.25
2025-07-12 17:45:00+00:00,117488.3359375,117502.34375,117445.1640625,117502.3125,393908224,117382.1234375,117689.2321875,50.321966516261746,-79.07229386654217,-115.96561314457274,36.893319278030575,0.9563228935539815,1635696640.0,0.005125750507780802,150.12877161624178,-147.2578125
2025-07-12 18:00:00+00:00,117497.6796875,117510.328125,117465.28125,117500.25,862765056,117383.91015625,117685.4740625,50.70414990496539,-65.07315564795863,-105.78712164524993,40.7139659972913,0.9736997217229761,2498461696.0,0.005164703862797269,142.6229218579388,-0.109375
2025-07-12 18:15:00+00:00,117444.921875,117497.8203125,117436.078125,117497.8203125,0,117388.343359375,117679.75671875,48.43822314661789,-57.57219586816791,-96.14413648983353,38.57194062166562,0.870674260420513,2498461696.0,0.005178903919230035,136.84572654665746,44.96875
2025-07-12 18:30:00+00:00,117420.0078125,117474.15625,117420.0078125,117435.4921875,1281785856,117393.90625,117673.188125,47.36182426675667,-53.02672870887909,-87.52065493364265,34.493926224763555,0.821733362073017,1216675840.0,0.005145194747129271,130.93877732903906,58.265625
2025-07-12 18:45:00+00:00,117484.484375,117484.484375,117411.71875,117425.6875,372559872,117393.519140625,117664.11453125,50.43176837193313,-43.717742573149735,-78.76007246154407,35.042329888394335,0.9613152821167349,1589235712.0,0.0051369380290552285,126.78355216267913,152.984375
2025-07-12 19:00:00+00:00,117619.5078125,117632.71875,117477.4296875,117512.46875,16424960,117390.349609375,117656.40984375,56.19358367994992,-25.155069047177676,-68.0390717786708,42.884002731493126,1.0,1605660672.0,0.004947861022701038,128.81966004391634,599.5078125
2025-07-12 19:15:00+00:00,117514.8515625,117666.734375,117514.8515625,117619.15625,786239488,117384.3125,117647.57796875,51.22347758599591,-18.673643133122823,-58.16598604956121,39.49234291643839,0.7007386253698182,819421184.0,0.0046743492205643345,130.46702807649373,353.7421875
2025-07-12 19:30:00+00:00,117592.921875,117598.4921875,117484.703125,117484.703125,504639488,117389.069140625,117638.23015625,54.459295719144905,-7.154966640548082,-47.96378216775859,40.808815527210506,0.8955745834507561,1324060672.0,0.004858018029221683,129.2757448210299,322.3125
2025-07-12 19:45:00+00:00,117565.2890625,117638.65625,117565.2890625,117596.4765625,895950848,117397.3359375,117629.938125,53.116148240998896,-0.2531513926369371,-38.42165601273426,38.16850462009732,0.8147006236111463,428109824.0,0.005031236042685598,125.28227644095634,232.890625
2025-07-12 20:00:00+00:00,117519.453125,117575.6015625,117515.5703125,117575.6015625,0,117405.221484375,117624.53953125,50.874746769775705,1.5007105696131475,-30.43718269626478,31.93789326587793,0.679740750985423,428109824.0,0.0051019340342713755,120.62148883803088,199.375
2025-07-12 20:15:00+00:00,117480.171875,117490.7890625,117448.0546875,117486.390625,903921664,117412.655078125,117618.9265625,48.967677581450566,-0.27583017871074844,-24.404912192753976,24.129082014043227,0.3612096550605711,-475811840.0,0.005096361798866856,117.10555659960012,256.578125
2025-07-12 20:30:00+00:00,117373.2890625,117478.5390625,117373.2890625,117478.5390625,34283520,117430.31953125,117609.17578125,44.121274869894755,-10.190827714526677,-21.562095297108517,11.37126758258184,0.0,-510095360.0,0.004092497420194647,116.37536059248582,26.4453125
2025-07-12 20:45:00+00:00,117120.5234375,117395.9609375,117120.5234375,117355.6875,434073600,117428.290234375,117593.59984375,35.23893170992049,-38.00649298942881,-24.850974835572575,-13.155518153856232,0.0,-944168960.0,0.004255311173499031,127.73694197873682,-317.671875
2025-07-12 21:00:00+00:00,117269.0703125,117282.5078125,117046.921875,117101.7578125,1295712256,117428.21328125,117582.18921875,42.55775246289226,-47.51637754395779,-29.384055377249624,-18.132322166708164,0.34926949698041154,351543296.0,0.004258636638507062,135.44044165882704,-243.578125
2025-07-12 21:15:00+00:00,117303.0546875,117303.0546875,117177.59375,117177.59375,987709440,117426.74609375,117570.14421875,44.11383234065866,-51.71464034260134,-33.85017237031997,-17.864467972281375,0.4235288967543614,1339252736.0,0.004302340666637318,134.72761993319654,-185.28125
2025-07-12 21:30:00+00:00,117541.484375,117541.484375,117346.8515625,117358.671875,148750336,117437.81640625,117562.18359375,53.60895072263923,-35.39450489601586,-34.159038875459146,-1.2354660205567143,0.8766558871506249,1488003072.0,0.004297454697320579,142.1349104736825,43.8046875
2025-07-12 21:45:00+00:00,117492.4296875,117569.515625,117453.6015625,117548.9375,601423872,117451.258203125,117551.59390625,51.66408482005434,-26.117912253874238,-32.55081355114216,6.432901297267925,0.7838428017619223,886579200.0,0.003970632657165777,140.26199276127662,47.5078125
2025-07-12 22:00:00+00:00,117491.5703125,117554.0390625,117479.125,117544.59375,334794752,117458.49453125,117540.7315625,51.62874772603055,-18.620840670948382,-29.76481897510341,11.143978304155027,0.7821564414217775,551784448.0,0.003894265225975184,135.59428345689972,71.5625
2025-07-12 22:15:00+00:00,117484.6796875,117501.265625,117366.203125,117496.0546875,1226952704,117460.81875,117526.80890625,51.32561221639009,-13.084542813434382,-26.428763742769608,13.344220929335226,0.7676901782705681,-675168256.0,0.003895420578583443,135.556298924264,0.1953125
2025-07-12 22:30:00+00:00,117445.0625,117515.1953125,117445.0625,117495.8203125,749027328,117457.439453125,117517.17359375,49.52516312747413,-11.758221354539273,-23.49465526512354,11.736433910584267,0.7432862047096122,-1424195584.0,0.003875636181189139,130.88319275110229,-174.4453125
2025-07-12 22:45:00+00:00,117414.0,117445.921875,117397.078125,117445.921875,0,117453.72265625,117503.4346875,48.100431300358686,-13.06300401376211,-21.408325014851254,8.345321001089143,0.6691600421441335,-1424195584.0,0.00388066413117702,125.02323255459498,-100.8515625
2025-07-12 23:00:00+00:00,117289.6640625,117439.1640625,117289.6640625,117412.6953125,0,117443.321875,117486.5525,42.79364671426172,-23.85493981213949,-21.897647974308903,-1.9572918378305886,0.4112524325157538,-1424195584.0,0.004047933729781673,126.77157308640962,-303.2578125
2025-07-12 23:15:00+00:00,117326.5546875,117346.140625,117263.5703125,117263.5703125,42082304,117437.403515625,117470.6259375,44.741627207513616,-29.09546712070005,-23.337211803587135,-5.758255317112916,0.5172937214171527,-1382113280.0,0.0041397499359063184,123.61434018738035,-238.734375
2025-07-12 23:30:00+00:00,117282.203125,117347.828125,117282.203125,117330.4375,0,117430.51328125,117456.82921875,42.85236294612299,-36.40773746649211,-25.95131693616813,-10.456420530323978,0.41444874014181643,-1382113280.0,0.004297008083245732,119.47224445971032,-237.25
2025-07-12 23:45:00+00:00,117418.8203125,117472.8359375,117288.5625,117288.5625,2046550016,117427.230078125,117444.29390625,49.873811476572826,-30.823584034093074,-26.92577035575312,-3.897813678339954,0.7966719988977514,664436736.0,0.004276884410402197,124.55514217687387,-61.3515625
2025-07-13 00:00:00+00:00,117326.1484375,117471.234375,117326.1484375,117470.078125,1277341696,117412.562109375,117435.49,45.76610255462788,-33.48989733880444,-28.238595752363384,-5.2513015864410555,0.5730625993048104,-612904960.0,0.004061290958047649,126.02162755709718,-47.140625
2025-07-13 00:15:00+00:00,117407.1015625,117413.2578125,117271.6171875,117321.609375,458113024,117407.174609375,117427.11671875,49.66604760258743,-28.739438847187557,-28.33876437132822,-0.40067447585933635,0.6432148779364969,-154791936.0,0.003982008955355813,127.13727023159024,286.578125
2025-07-13 00:30:00+00:00,117420.3203125,117420.3203125,117324.4375,117399.828125,903811072,117398.54453125,117419.93,50.294587440306834,-23.635567506498774,-27.398124998362334,3.7625574918635607,0.6935487638844829,749019136.0,0.0037120917942141587,124.90480896504808,151.25
2025-07-13 00:45:00+00:00,117353.125,117425.2109375,117353.125,117425.2109375,0,117387.936328125,117411.4075,47.07642111241471,-24.727766541487654,-26.864053306987397,2.1362867654997437,0.39599204930675647,749019136.0,0.0034866972435606837,121.13203243183035,50.0703125
2025-07-13 01:00:00+00:00,117381.2890625,117426.0390625,117331.859375,117359.1171875,919494656,117381.028125,117408.476875,48.56205517861721,-23.054974286365905,-26.1022375028631,3.0472632164971962,0.6502957797077205,1668513792.0,0.0033318690851044334,119.20686493669962,-160.1953125
2025-07-13 01:15:00+00:00,117402.7109375,117442.7421875,117351.3359375,117373.890625,275009536,117377.155078125,117406.4971875,49.7182210451615,-19.772779792619986,-24.83634596081448,5.063566168194495,0.7837572339779564,1943523328.0,0.0032467219315170746,117.22110672693536,-89.71875
2025-07-13 01:30:00+00:00,117529.5,117535.5625,117415.6640625,117425.625,133193728,117384.965625,117407.84828125,56.01920792171388,-6.861701858288143,-21.241417140309213,14.37971528202107,1.0,2076717056.0,0.003437378661455657,118.33756785358284,37.9296875
2025-07-13 01:45:00+00:00,117589.046875,117652.7265625,117528.3359375,117528.3359375,0,117408.391796875,117412.5040625,58.64061166629257,8.082189137072419,-15.376695884832888,23.458885021905306,1.0,2076717056.0,0.0030874930714609367,118.76992907832691,104.3671875
2025-07-13 02:00:00+00:00,117517.3828125,117586.5625,117517.3828125,117586.5625,919638016,117420.807421875,117416.67671875,54.43547586867669,13.98146981280297,-9.505062745305718,23.48653255810869,0.7346409353245288,1157079040.0,0.002985752739733849,115.40522432273212,72.3203125
2025-07-13 02:15:00+00:00,117460.1796875,117508.6328125,117452.1171875,117508.6328125,879271936,117428.663671875,117416.03578125,51.274741303787195,13.880868122112588,-4.827876571822058,18.708744693934648,0.5351873128512592,277807104.0,0.002850863724463452,111.82382437110839,46.1796875
2025-07-13 02:30:00+00:00,117464.3984375,117476.921875,117438.1640625,117459.6875,7516160,117424.809375,117411.66578125,51.49841281471479,13.980401063919999,-1.0662210446736466,15.046622108593645,0.5476256437198397,285323264.0,0.002728793247755848,106.60482352317207,174.734375
2025-07-13 02:45:00+00:00,117662.59375,117692.8359375,117467.4609375,117467.4609375,995606528,117433.317578125,117412.20578125,60.639731374085684,29.70951418284676,5.088926000830435,24.620588182016327,1.0,1280929792.0,0.0032211788905428464,115.3071575572312,336.0390625
2025-07-13 03:00:00+00:00,117642.1484375,117689.171875,117630.359375,117653.546875,1453674496,117440.846484375,117415.09296875,59.39608819079142,40.0633583451563,12.083812469695609,27.979545875460694,0.9163860280238187,-172744704.0,0.0035555049607709876,111.27182487457183,359.9453125
2025-07-13 03:15:00+00:00,117779.6640625,117782.9296875,117626.75,117639.265625,1284026368,117455.595703125,117422.6871875,64.6477690671906,58.68868943135021,21.40478786202653,37.28390156932368,1.0,1111281664.0,0.004351053332295268,114.4795293478167,360.84375
2025-07-13 03:30:00+00:00,117813.9296875,117834.703125,117779.4453125,117783.6875,373342208,117474.0390625,117431.7309375,65.8335952296391,75.34580849396298,32.19299198841382,43.152816505549154,1.0,1484623872.0,0.005095929120878914,110.24940671582978,487.78125
2025-07-13 03:45:00+00:00,117792.78125,117807.28125,117707.5703125,117783.890625,377282560,117492.978125,117440.9565625,64.39784191461449,85.85056136644562,42.92450586402018,42.926055502425434,0.923455777184145,1107341312.0,0.005587771226447961,109.97154730755622,385.6796875
2025-07-13 04:00:00+00:00,117760.40625,117811.5078125,117748.671875,117787.8828125,0,117516.515234375,117455.7646875,62.162833158418884,90.51980579512019,52.443565850240184,38.07623994488001,0.8043009011762908,1107341312.0,0.005684820994156374,106.60471803558792,340.0859375
2025-07-13 04:15:00+00:00,117813.375,117827.6953125,117753.8828125,117771.0546875,333217792,117540.85625,117468.81,64.34327258725521,97.37190834415378,61.429234349022906,35.942673995130875,0.9137122319155488,1440559104.0,0.005884814905406563,104.26241674733164,460.25
2025-07-13 04:30:00+00:00,117859.1484375,117879.859375,117809.2578125,117809.2578125,42934272,117569.703515625,117480.58078125,66.1581924581107,105.28215568776068,70.19981861677047,35.08233707099021,1.0,1483493376.0,0.005970111675434527,101.85807001537937,477.859375
2025-07-13 04:45:00+00:00,117917.75,117922.0,117855.8671875,117859.5859375,0,117594.65,117492.2878125,68.37738080720533,114.95461479529331,79.15077785247504,35.803836942818265,1.0,1483493376.0,0.006371652214550118,99.30626590713798,515.0390625
2025-07-13 05:00:00+00:00,117916.4140625,117941.859375,117877.8671875,117912.8671875,1120493568,117624.16328125,117504.21453125,68.26747615204722,121.11615765963506,87.54385381390705,33.572303845728015,0.9935738191092587,362999808.0,0.006433362840904645,96.78383173519956,386.9140625
2025-07-13 05:15:00+00:00,117870.9921875,117904.0703125,117849.3203125,117904.0703125,1379307520,117647.3578125,117517.1625,64.47305546258428,120.93993873386353,94.22307079789834,26.716867935965183,0.7717121182469686,-1016307712.0,0.0064457792691564285,94.66311161125672,281.9453125
2025-07-13 05:30:00+00:00,117796.1484375,117948.046875,117789.1640625,117872.2265625,1262637056,117666.14921875,117526.14859375,58.68498517164412,113.45320095744682,98.06909682980805,15.384104127638778,0.43328071473271224,-2278944768.0,0.006279134916756417,99.25023310330981,278.765625
2025-07-13 05:45:00+00:00,117780.7109375,117806.265625,117738.0703125,117806.265625,22999040,117687.528515625,117532.99890625,57.537589202473164,105.06312775990227,99.46790301582689,5.595224744075381,0.3577929877256244,-2301943808.0,0.005829551858995336,97.03202448878768,320.53125
2025-07-13 06:00:00+00:00,117760.8671875,117808.34375,117760.8671875,117782.1328125,905588736,117706.507421875,117537.96328125,56.02133766238259,95.70943077879201,98.71620856841992,-3.006777789627904,0.0,-3207532544.0,0.005334056042523157,93.4923486324457,296.46875
2025-07-13 06:15:00+00:00,117876.6484375,117896.0390625,117758.1328125,117758.1328125,367878144,117730.204296875,117545.72953125,62.26899420273564,96.52644105537911,98.27825506581176,-1.7518140104326534,0.5056357012617635,-2839654400.0,0.004912875156103807,96.66477015869957,214.0546875
2025-07-13 06:30:00+00:00,118000.53125,118000.53125,117880.2265625,117882.25,0,117753.755859375,117555.7865625,67.5765215623228,105.94892200078175,99.81238845280578,6.136533547975972,0.9351848131723224,-2839654400.0,0.005037730620900607,98.60891604022103,358.3828125
2025-07-13 06:45:00+00:00,117941.8359375,118012.671875,117921.640625,118012.671875,1352253440,117771.3953125,117565.72484375,63.05105594616927,107.4415653682372,101.33822383589208,6.1033415323451266,0.568929567612604,-4191907840.0,0.0050485400364912916,98.06765418020525,162.171875
2025-07-13 07:00:00+00:00,117922.6875,117937.1015625,117906.9140625,117931.40625,0,117791.660546875,117575.7784375,61.601701033604876,105.85909931291826,102.24239893129732,3.6167003816209444,0.45163029181882497,-4191907840.0,0.004754463394333288,93.55724138161916,108.7578125
2025-07-13 07:15:00+00:00,118010.84375,118010.84375,117914.6484375,117916.9375,385794048,117819.19375,117586.305625,65.53019149428397,110.44531138567254,103.88298142217238,6.5623299635001615,0.7695711094927384,-3806113792.0,0.004261075378983118,93.74567503293208,218.0625
2025-07-13 07:30:00+00:00,117993.171875,118048.15625,117993.171875,118011.78125,84504576,117845.632421875,117593.77890625,64.11413139211419,111.37013923314225,105.38041298436636,5.989726248775895,0.65496645122371,-3890618368.0,0.0034402854697462722,90.97701074486551,232.765625
2025-07-13 07:45:00+00:00,117986.4140625,118002.671875,117938.671875,118002.671875,257671168,117861.8234375,117603.21015625,63.548602955817806,110.28645932182553,106.36162225185821,3.9248370699673245,0.6091970710371943,-4148289536.0,0.0032775500730044017,89.05008140594654,173.0390625
2025-07-13 08:00:00+00:00,117983.421875,118031.8359375,117951.3984375,118000.8828125,4882432,117878.887109375,117611.02015625,63.282437778835494,107.94190358705237,106.67767851889704,1.2642250681553264,0.5876557755057169,-4153171968.0,0.0029115182572499653,88.43489701980751,124.2734375
2025-07-13 08:15:00+00:00,117862.9296875,117973.640625,117862.9296875,117973.640625,316354560,117883.050390625,117616.97296875,53.55497047401037,95.26298138931452,104.39473909298054,-9.131757703666025,0.0,-4469526528.0,0.0028114525052880222,90.7247034826784,-54.8203125
2025-07-13 08:30:00+00:00,117831.609375,117874.90625,117831.484375,117871.7890625,915263488,117883.934375,117623.21609375,51.34558464894633,81.74524839803053,99.86484095399055,-18.119592555960025,0.0,-5384790016.0,0.002789362155585491,87.34593001962993,-84.8046875
2025-07-13 08:45:00+00:00,117830.8125,117834.59375,117799.3671875,117834.59375,0,117885.8359375,117630.22890625,51.28761067844551,70.15929379350564,93.92373152189359,-23.764437728387946,0.0,-5384790016.0,0.002731348451919988,83.62311805394208,-40.1796875
2025-07-13 09:00:00+00:00,117906.09375,117940.984375,117906.09375,117940.984375,6651904,117893.1203125,117640.885,56.306712095728734,66.28778470114048,88.39654215774297,-22.10875745660249,0.30812995743325694,-5378138112.0,0.0025527096831921897,85.51945783580335,109.9453125
2025-07-13 09:15:00+00:00,117886.7734375,117908.5078125,117883.6953125,117900.5625,980742144,117896.790234375,117656.21,54.747647847240444,60.9579132219078,82.90881637057595,-21.950903148668147,0.2124167289919713,-6358880256.0,0.0024772410419040083,81.1832465618174,106.0625
2025-07-13 09:30:00+00:00,117770.203125,117887.0234375,117741.5859375,117887.0234375,350306304,117892.34296875,117666.23265625,46.39973605107825,46.78835464733129,75.68472402592701,-28.896369378595722,0.0,-6709186560.0,0.002637274206171957,85.77283609311617,9.3359375
2025-07-13 09:45:00+00:00,117778.4296875,117802.8828125,117766.6171875,117775.5703125,62509056,117885.376953125,117675.74015625,47.013767411331884,35.80989801885153,67.70975882451191,-31.89986080566038,0.02899549414275328,-6646677504.0,0.002758623799496491,82.23660672932216,-98.21875
2025-07-13 10:00:00+00:00,117857.6171875,117862.140625,117765.6953125,117765.6953125,0,117882.437109375,117682.0628125,52.63815394643022,33.1174046715314,60.79128799391581,-27.673883322384405,0.3260987650750144,-6646677504.0,0.002754875727468119,83.25151428437059,-142.9140625
2025-07-13 10:15:00+00:00,117830.0,117865.1796875,117813.046875,117813.046875,898752512,117880.3875,117688.81421875,50.620056005576366,28.427414531382965,54.31851330140924,-25.891098770026275,0.2206073957322843,-7545430016.0,0.0027812816024208173,81.02874987120126,-111.8359375
2025-07-13 10:30:00+00:00,117808.1875,117827.59375,117795.3359375,117827.59375,0,117880.989453125,117695.1465625,49.02146076012189,22.688933201832697,47.992597281493936,-25.30366407966124,0.13704455269384397,-7545430016.0,0.0027616305726052308,77.71698648754402,-114.5
2025-07-13 10:45:00+00:00,117790.4296875,117813.9765625,117775.8359375,117805.2421875,242593792,117881.475390625,117701.2615625,47.70074380907413,16.517831069548265,41.6976440391048,-25.179812969556536,0.07344353182533185,-7788023808.0,0.002742169283366566,74.89010352414802,-220.4140625
2025-07-13 11:00:00+00:00,117873.7109375,117911.5234375,117788.0625,117788.0625,2156601344,117887.117578125,117709.83453125,53.964804384163635,18.138203118971433,36.985755855078125,-18.847552736106692,0.4411410022078236,-5631422464.0,0.002578417087288416,78.35944880813746,-119.4609375
2025-07-13 11:15:00+00:00,118056.25,118056.25,117913.4296875,117929.0625,5373952,117896.09765625,117722.67953125,64.11121540873422,33.76254286573385,36.34111325720927,-2.5785703914754237,1.0,-5626048512.0,0.002862607403335737,85.80084978612763,69.8359375
2025-07-13 11:30:00+00:00,118030.2421875,118063.078125,117974.171875,118063.078125,1443098624,117897.583203125,117737.49109375,62.013991327818744,43.544379073398886,37.7817664204472,5.762612652951688,0.8815895590331401,-7069147136.0,0.0029325319004753375,86.02266408711851,46.8203125
2025-07-13 11:45:00+00:00,118038.7578125,118044.90625,118004.4609375,118044.90625,24248320,117902.429296875,117751.73515625,62.4471540431154,51.39128773669654,40.50367068369707,10.887617052999474,0.9060461674592123,-7044898816.0,0.0030994016007147704,82.7671389737529,175.828125
2025-07-13 12:00:00+00:00,118065.421875,118152.7578125,118044.3671875,118069.6328125,292966400,117909.566015625,117767.39953125,63.837677110388455,59.08054266963154,44.219045080883966,14.861497588747575,0.9845558751574566,-6751932416.0,0.0033243968447258473,84.99805761848484,233.8125
2025-07-13 12:15:00+00:00,118223.7421875,118223.7421875,118052.890625,118052.890625,335122432,117920.2109375,117783.49796875,70.760719963356,77.06114576330583,50.78746521736834,26.273680545937488,1.0,-6416809984.0,0.0040009944940785904,91.13045082430735,392.9296875
2025-07-13 12:30:00+00:00,118127.046875,118221.2890625,118094.5078125,118221.2890625,744501248,117926.9046875,117799.5159375,62.847031724416176,82.55673698184546,57.141319570263775,25.415417411581686,0.6751490716698276,-7161311232.0,0.004255512544648346,93.85215969399967,220.953125
2025-07-13 12:45:00+00:00,118472.890625,118577.0703125,118134.515625,118147.390625,432922624,117951.228515625,117820.83171875,74.03289347377884,113.51025731566187,68.4151071193434,45.09515019631847,1.0,-6728388608.0,0.005861682813774838,119.29296525157112,586.1171875
2025-07-13 13:00:00+00:00,118192.484375,118548.828125,118192.484375,118463.7578125,1366642688,117961.681640625,117836.275,58.62196671645012,114.09943698100687,77.5519730916761,36.54746388933077,0.42962897017058255,-8095031296.0,0.006124891986386396,136.22516416217317,422.28125
2025-07-13 13:15:00+00:00,118344.7421875,118346.1875,118231.3984375,118255.875,1181057024,117985.772265625,117856.10734375,63.1121489610659,125.40668886147614,87.1229162456361,38.283772615840036,0.5852695411589971,-6913974272.0,0.006686118762129361,137.47358993630365,566.3125
2025-07-13 13:30:00+00:00,118633.2421875,118644.34375,118350.34375,118350.34375,25747456,118025.85390625,117881.14640625,69.79956367046648,155.85075584634615,100.86848416577811,54.98227168056803,0.8392334140122764,-6888226816.0,0.008095626168428573,149.05415940513907,775.625
2025-07-13 13:45:00+00:00,118667.1328125,118781.515625,118578.21875,118617.9921875,1113759744,118067.669921875,117906.43484375,70.47667276166376,180.6303937308112,116.82086607878475,63.809527652026446,0.8649475733125658,-5774467072.0,0.00921429130742391,152.92863909048629,837.1328125
2025-07-13 14:00:00+00:00,118633.078125,118685.171875,118542.5390625,118671.859375,54124544,118104.019140625,117928.50640625,68.8072676300822,195.2695606633206,132.51060499569192,62.75895566762867,0.801549592029662,-5828591616.0,0.010008654629805455,152.19322290545156,824.890625
